uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0371248F;Collège André Malraux;47.39745126789944;105.6;417;0;12;48.46037315217819250100
0761739C;Collège Descartes;49.51942738484198;70.1;259;62;0;50.10668612335792484400
0752195D;Collège Gérard Philipe;48.89445926490353;96.5;359;0;10;52.36051566512161720400
0931607S;Collège Jean Jaurès;48.94924832230904;86.4;570;62;14;47.76744854997020739500
0671692A;Collège Solignac;48.547437169091694;70.3;340;59;14;45.11564110912936093600
0752958H;Collège Boris Vian;48.89057669497499;93.8;526;0;11;50.28627905166254246600
0020072T;Collège Simone Veil;50.0142430908917;76.1;223;0;0;49.89809553373370590000
9720495F;Collège Trianon;14.6205289328091;92.2;268;0;0;49.96596690351068421400
0340836Z;Collège Paul Riquet;43.34503046374759;67.7;589;60;14;49.65550840625850984700
0931765N;Collège Alfred Sisley;48.945994622070394;77.2;372;0;13;49.60492792102740662800
0400103V;Collège Lubet Barbon;43.87779141657054;97.9;474;109;10;47.87206036507619412500
0932725G;Collège Françoise Héritier;48.89273679585427;90.8;625;0;9;48.14787276455721593000
0780569V;Collège La Vaucouleurs;48.96377742593445;99.3;593;57;11;46.83846860531105114700
0300036B;Collège Armand Coussens;44.259105416907765;98.3;381;0;12;50.38552524181491163700
0941052H;Collège Fernande Flagon;48.75023862132853;91.2;502;0;2;47.50161516342105563100
9740094J;Collège Hippolyte Foucque;-20.902041563275315;78.0;646;102;22;45.70400869770679129500
0691669P;Collège Victor Grignard;45.72483630367119;89.3;616;0;13;49.79172992180325348900
9720351Z;Collège Beauséjour;14.745661281703319;88.2;195;62;0;47.11235998137609922800
0622946R;Collège Joliot Curie;50.51788963605935;88.5;434;0;0;47.03680538877225260400
9730451C;Collège Paul Suitman;3.164719605873625;60.8;114;18;7;41.68867464687996619000
9760008E;Collège Bouéni-MTiti;-12.785306421655719;72.5;1647;84;4;53.74176512083876739000
0810061B;Collège Jean Monnet;43.61020692795405;84.5;436;115;11;50.85011809744872499500
0180766K;Collège le Grand Meaulnes;47.09925744545022;85.5;278;0;11;42.86957837183983632000
0071169H;Collège Roqua;44.627710643009706;100.2;452;87;0;48.07553455433535234400
0761739C;Collège Descartes;49.51942738484198;70.1;244;63;0;50.10668612335792484400
0580599L;Collège Adam Billaut;47.00666934303448;97.6;396;0;25;52.75739921445475933500
0921168V;Collège Romain Rolland;48.79240519888396;90.5;360;47;8;48.82953080354195473500
9720012F;Collège Euzhan Palcy;14.712179262486641;97.9;307;29;1;46.65297816229049708600
0421688G;Collège Jean Rostand;45.47898323665883;86.5;384;0;12;42.58887172858041576000
0131935H;Collège Edgar Quinet;43.30694525124522;64.2;570;0;0;48.84862671459924954700
0440023L;Collège Chantenay;47.207274769794125;121.1;703;59;24;48.80333947808113198200
0594295Y;Collège du Westhoek;51.02609343403172;81.6;142;0;9;46.07101948519954878800
0500095G;Collège Louis Pasteur;49.114205582373465;91.6;292;65;13;53.17303679758289026100
0520737U;Collège la Rochotte;48.090410429151675;88.3;351;0;9;47.02391999734037284800
0110010B;Collège André Chénier;43.21227879537586;101.7;331;0;0;50.74421185975567388300
0131264D;Collège Versailles;43.31136866347166;75.4;510;0;0;49.40333611703923686800
0931229F;Collège Fabien;48.94376446522796;82.8;584;43;0;51.94560513962403531000
0930893R;Collège Roger Martin du Gard;48.95106537403395;77.4;764;60;12;51.28376016795619683000
0830181W;Collège La Marquisanne;43.12944123027359;69.1;476;42;22;45.72454724246430560200
0930894S;Collège Honoré de Balzac;48.86069204167578;90.2;695;61;12;47.08207568429308149000
0941025D;Collège Georges Politzer;48.80786344286523;84.7;512;63;0;44.66812648203556094700
0770019C;Collège Robert Doisneau;48.51941410050584;85.1;566;91;25;50.54001648702337389200
0520737U;Collège la Rochotte;48.090410429151675;88.3;370;0;11;47.02391999734037284800
0131611F;Collège René Cassin;43.81837826589648;82.5;719;82;0;51.00019457690256026600
0300055X;Collège Bernard de Ventadour;44.16255645283105;104.8;784;0;12;51.36175334014571391600
9760308F;Collège de Passamaïnty;-12.798448897785606;74.0;1710;0;7;49.73103626881172068100
0240043S;Collège Les Marches de l'Occitanie;45.625030532652026;96.2;158;0;0;49.54474297147005765300
9760162X;Collège de Kawéni;-12.769912365713084;66.8;1218;0;6;51.03081209215033136800
0130139F;Collège Coin Joli Sévigné;43.26400504217281;83.5;335;0;15;46.35960668341604614800
0190635M;Collège Jean Moulin;45.156267323881245;72.7;329;62;13;48.88868357024873860100
0590271Z;Collège Verlaine;50.61075822667113;78.9;315;53;0;46.92339921742993151400
0691645N;Collège Faubert;45.991086928968;80.6;512;0;12;47.28577760916998710200
9740651P;Collège Auguste Lacaussade;-21.033521949224678;76.5;435;52;11;44.68215603714103045800
0941024C;Collège Jules Ferry;48.79246922741321;95.7;261;0;0;45.50827230974577098500
0753938Y;Collège Georges Rouault;48.88660937766849;90.0;447;0;0;52.74546387827191442200
0830955M;Collège George Sand;43.1295936654314;82.9;302;0;10;49.85827774381316031800
0341278E;Collège Arthur Rimbaud;43.61667697617024;69.4;664;63;12;49.00629581992837090800
0941033M;Collège Jean Perrin;48.79558974328478;86.6;450;63;0;46.45191669702839663800
9730125Y;Collège Henri Agarande (Kourou I);5.16503496121208;78.4;783;120;21;50.94851534199220489600
0590131X;Collège Jean Jaurès;50.64095215509568;74.4;468;0;11;49.98513232783455682200
0500053L;Collège Le Fairage;49.18425859520142;92.1;212;0;0;48.89688299646650952400
0951098C;Collège Pablo Picasso;48.97262225484858;84.1;623;43;10;51.83725465288863674500
0594293W;Collège Albert Roussel;50.723100630457324;73.2;552;0;0;49.51711303063998999100
0410003F;Collège Blois-Bégon;47.59353384896432;72.5;506;70;11;51.23443411899032599000
0141315D;Collège Pierre Simon de Laplace;49.144149756776294;81.0;245;0;0;48.04031214190670141900
0410793P;Collège Léonard de Vinci;47.35196978181528;84.1;388;0;0;52.70684263545116877700
0761777U;Collège Louise Michel;49.39342787625407;85.9;407;0;0;50.18944943918204227200
9730091L;Collège Paul Kapel;4.928757212494947;74.8;834;0;34;49.67736205491074230600
0681127F;Collège Bourtzwiller;47.77567910678468;70.1;615;76;23;49.85781798400918184000
9720084J;Collège Jacqueline Julius;14.634087618195737;85.4;231;51;15;43.69406609763209594200
0941101L;Collège Victor Hugo;48.78823245114766;99.4;460;0;11;50.86962405576002060500
9760274U;Collège de Tsingoni;-12.790236666879142;77.0;1482;55;11;49.08402717496521996700
9760314M;Collège de Kawéni 2;-12.766644670501751;71.2;1408;0;11;50.38027983122957331300
0421686E;Collège Jean Dasté;45.427993617542334;71.7;322;63;13;47.73496797488488259400
0950895G;Collège Simone Veil;49.04470945718989;90.7;493;0;12;48.80640223939755972700
0730904L;Collège Combe de Savoie;45.66598411736003;93.8;632;66;15;51.73463484125654533300
0130079R;Collège Chape;43.29948966367911;133.9;471;0;0;50.56417006919629712300
0580599L;Collège Adam Billaut;47.00666934303448;97.6;371;0;24;52.75739921445475933500
0421852K;Collège Louis Aragon;46.08143045710371;85.7;399;56;13;49.76330115957620391500
0600007G;Collège Henri Baumont;49.4393634706028;72.5;585;0;13;48.70951731331971101700
0560214D;Collège Paul Langevin;47.80278839994521;98.6;427;65;10;47.81960657939821217300
0941024C;Collège Jules Ferry;48.79246922741321;95.7;265;0;0;45.50827230974577098500
0780032L;Collège Flora Tristan;48.937700076978935;89.5;550;0;0;48.31635778005990129800
0750552T;Collège Françoise Dolto;48.873957115380314;116.5;457;0;11;50.00752129136485564700
0010975E;Collège Jacques Prévert;46.247648621001346;105.4;617;0;0;44.23578680891255919100
0381903M;Collège Jean Vilar;45.156022648146184;72.7;340;53;14;52.41597405301929160900
0931199Y;Collège Aretha Franklin (ex Paul Langevin);48.92320869507294;82.2;500;0;8;49.53589544073889048400
0030050N;Collège Jules Ferry;46.148921101386605;94.6;474;78;8;44.32069603093125850300
0911570M;Collège Sédar Senghor;48.61869569765931;73.9;456;63;0;49.44761414577231621800
0691664J;Collège Jean Jaurès;45.75759880249377;84.4;621;64;10;51.18469837460971980500
0383056R;Collège Robert Doisneau;45.62077232607827;88.3;466;0;15;48.77707523073644095700
0922595W;Collège Vincent Van Gogh;48.903594317541916;90.1;614;0;9;48.48666858745465921500
0030050N;Collège Jules Ferry;46.148921101386605;94.6;470;76;12;44.32069603093125850300
0660012E;Collège Joseph Sébastien Pons;42.719725883546694;68.7;573;65;27;49.36694495278259539900
9730193X;Collège Gran Man Difou;3.64403238602736;72.0;549;45;7;48.44204080457987747100
0860799B;Collège Jules Verne;46.595747066157315;80.5;525;0;10;52.23999214701241276000
0594301E;Collège Paul Eluard;50.38544700442605;75.6;445;25;12;46.16129965259674259900
0572488V;Collège La Carrière;49.1013900027445;89.0;475;54;13;44.92716585104476056300
9720446C;Collège Louis Delgrès;14.748124212266207;82.0;198;32;18;49.08987688999091078600
9730373T;Collège Paule Berthelot;5.60451614072497;68.5;597;27;17;46.48535018015157872400
0080046G;Collège Elisabeth de Nassau;49.69952689828173;95.7;288;0;9;50.18570986026062616800
0940581W;Collège Jean Moulin;48.774311108658466;90.7;434;0;0;51.81480891759037524100
6200006M;Collège Arthur Giovoni;41.94145744400021;80.1;626;73;24;47.51746962693210941700
0383370G;Collège Aimé Césaire;45.17360573035204;89.4;604;0;0;46.95548186983835207900
7200086F;Collège du Fiumorbo;41.99588261716607;93.1;748;14;13;48.73013461698796203700
0931229F;Collège Fabien;48.94376446522796;82.8;593;45;0;51.94560513962403531000
0951196J;Collège Voltaire;48.99692982386705;75.0;607;0;14;47.55201073224069604800
9730306V;Collège Omeba Tobo (Kourou III);5.173465451024606;83.7;491;0;22;51.83736946090268882800
9730020J;Collège Auxence Contout;4.937997093332722;74.5;938;86;38;49.59309844858618112200
0100905E;Collège le Noyer Marchand;48.518326931336844;86.0;506;70;8;48.47225451312645174000
0290100B;Collège Penn Ar C'hleuz;48.416841026274234;92.3;468;0;13;52.03663886967652070900
0921778H;Collège Joliot-Curie;48.80199575748685;88.3;376;0;0;48.04773443249776916000
0951636M;Collège des Toupets;49.02166162882446;103.4;439;0;0;47.05612686139530138100
0594394F;Collège Marie Curie;50.718868994902444;77.3;550;53;15;48.27470755413319981900
0593667R;Collège Rosa Parks;50.701429666195004;62.2;551;60;13;51.51880753720704385600
9720006Z;Collège Joseph Lagrosillière;14.77712537148153;95.4;200;0;18;47.41190552101100531000
0931147S;Collège Barbara;48.95142148251619;79.1;557;0;13;49.73035681970297006100
0331880P;Collège Pablo Neruda;44.79432703840805;86.5;509;57;15;49.10292213699588776000
0650034J;Collège Paul Eluard;43.243534972159864;90.4;474;69;0;50.59430869625066474800
0950022H;Collège Bel Air;48.99350924453712;88.6;548;0;13;47.58565111543797043100
0131703F;Collège Edouard Manet;43.33336908225192;59.6;384;89;0;50.49923269983047542600
0754706H;Collège Marie Curie;48.893240051158365;103.1;360;0;12;48.90528443318304924900
0520737U;Collège la Rochotte;48.090410429151675;88.3;375;0;11;47.02391999734037284800
0593252P;Collège Léo Lagrange;50.021085726859674;82.3;319;53;13;47.82012249033550692700
0760083C;Collège Jean Charcot;49.3569361587521;88.2;533;0;14;48.83168859001360125900
0280656L;Collège Tomas Divi;48.079107364323185;82.4;256;0;11;47.81485631543929840600
0511470W;Collège Maryse Bastié;49.26984549368462;85.9;582;72;12;48.45919560339265247200
0131881Z;Collège Simone Veil;43.881685697463915;103.1;1051;0;13;48.41943722681098749800
0720797A;Collège Joséphine Baker;47.974683673036076;78.0;337;64;0;49.50999923274383427200
0211357L;Collège Jean-Philippe Rameau;47.322807626205346;85.1;487;0;0;49.89212936198652148900
9740094J;Collège Hippolyte Foucque;-20.902041563275315;78.0;591;100;25;45.70400869770679129500
0132327J;Collège Miramaris;43.59320165356297;73.9;395;93;0;50.85180123012803730000
0311265G;Collège Rosa PARKS;43.64054087691382;78.9;408;59;11;48.47556480465594518200
0931439J;Collège Marie Curie;48.887663246918464;111.9;763;0;0;47.32975497907572950600
0491028B;Collège Montaigne;47.469555438518896;86.5;408;0;0;53.19241035029105358900
9740065C;Collège du Bassin Bleu;-21.084675895153556;78.6;536;0;13;49.84743403164601604200
0931433C;Collège René Descartes;48.948690059554245;76.4;686;59;0;48.25516661787423273800
0780180X;Collège Jules Verne;48.982753059563656;80.9;603;0;0;50.56302315122428037200
0060085K;Collège international Joseph Vernier;43.706818605018846;86.5;575;0;13;47.24775334864571814600
0331619F;Collège Georges Lapierre;44.87440703977014;78.0;452;72;16;48.73541404345053422600
0931979W;Collège Georges Brassens;48.93900977985926;84.1;635;0;14;47.64395514932363722000
0951139X;Collège Albert Camus;48.9412080164294;93.1;444;0;13;45.33660100120246995700
0672459J;Collège Erasme;48.59165836495628;70.4;347;79;13;47.84526129733703195100
0020054Y;Collège Montaigne;49.863072917494954;67.7;328;0;0;50.91938219546790953500
0390883Y;Collège Maryse Bastié;47.08340082443504;88.0;468;108;0;45.98311158909810004100
9740812P;Collège l'Oasis;-20.94292439280603;71.0;545;125;12;48.98722586410898403900
0593660H;Collège René Descartes;50.60889499400215;76.6;297;0;0;50.81874863239461280800
0350963G;Collège les Hautes Ourmes;48.08946765302947;90.4;609;63;0;50.06084435083561875200
0820017Y;Collège François Mitterrand;44.10533875517655;88.2;714;46;24;47.49536866880714425400
0271095U;Collège Georges Politzer;49.00612917964285;84.3;506;65;12;46.38333090594321658800
0131887F;Collège Elsa Triolet;43.37143648119913;82.5;369;0;12;48.11925318398331629300
0691730F;Collège Paul Eluard;45.69977280394754;74.2;709;0;6;49.13148040689149351000
9730373T;Collège Paule Berthelot;5.60451614072497;68.5;504;13;16;46.48535018015157872400
0840018N;Collège Paul Gauthier;43.841638031337595;73.9;342;81;11;47.82612976825791938300
9710710V;Collège Alexandre Isaac;16.278851224125525;89.9;782;57;20;49.43226582253528058600
0692419E;Collège Emile Malfroy;45.607240351037326;97.2;584;55;12;48.96840493833881274900
0421086C;Collège Charles Exbrayat;45.49838174714388;103.8;675;0;13;46.86918902025453065700
0930593P;Collège Saint-Exupéry;48.86304004094429;102.8;675;54;0;48.48835533116597071000
0950888Z;Collège Henri Wallon;48.93198915460544;81.2;669;45;10;49.61943115531710046300
9720447D;Collège Gérard Café;14.471266306754242;95.6;384;46;0;46.89225253296041860800
0132007L;Collège Jacques Prévert;43.41697231810928;87.0;670;0;8;52.56392754581668459700
0501300S;Collège Guillaume Fouace;49.589236205211506;88.5;148;0;0;52.87546762238666193400
0762128A;Collège Léo Lagrange;49.5017416116479;80.0;265;56;12;43.78532879531825068300
0840108L;Collège Anselme Mathieu;43.93216415961474;62.7;446;95;13;46.01330239872636123300
0950885W;Collège Irène Joliot-Curie;48.95721205965898;78.9;510;0;13;48.86566436858626952500
0020072T;Collège Simone Veil;50.0142430908917;76.1;231;0;0;49.89809553373370590000
0622424Y;Collège Langevin-Wallon;50.45108347226466;76.1;422;65;0;48.18921830592599603800
0594288R;Collège Louise Michel;50.60615198731221;67.9;424;0;0;49.94727423521224828500
9730206L;Collège Just Hyasine;5.013046631785412;82.0;818;0;22;48.86224725148365799500
0520049W;Collège Anne Frank;48.64699426079609;71.6;307;67;11;49.60075043973564067800
0594300D;Collège Bayard;50.3360867240659;69.4;284;46;12;47.11201788675795958000
0931219V;Collège Jean-Jacques Rousseau;48.883505211122696;94.9;542;0;0;49.34121457460756463300
0596529B;Collège intercommunal Maurice Schumann;50.375061829305764;89.6;483;0;13;49.16256351210292739400
0950711G;Collège Paul Eluard;48.977042031503686;73.8;630;0;12;50.93336847360699016800
0692337R;Collège Lamartine;45.75062425675254;74.5;543;0;12;47.71687320559274741900
0381903M;Collège Jean Vilar;45.156022648146184;72.7;337;59;14;52.41597405301929160900
0931979W;Collège Georges Brassens;48.93900977985926;84.1;649;0;12;47.64395514932363722000
0133352Y;Collège Camille Claudel;43.42337543725372;89.9;355;0;0;48.01383269930669384200
0440023L;Collège Chantenay;47.207274769794125;121.1;728;57;23;48.80333947808113198200
0932579Y;Collège Césaria Evora;48.8665853173967;92.2;528;0;7;46.20041266202613454800
0770027L;Collège Marcel Rivière;48.878176730145825;106.0;499;0;13;47.48217322690785970600
0601297J;Collège Louis Pasteur;49.585491608989635;93.3;525;99;13;48.09372943232569679000
0931202B;Collège Liberté;48.91372511088723;80.5;580;0;0;47.76805862476083463500
0330103H;Collège Pierre de Belleyme;45.201693775378224;87.7;754;60;16;48.41580291320568153500
0920592U;Collège Moulin Joly;48.92818035945525;88.6;569;0;0;50.28512700741094355900
0601190T;Collège Charles Fauqueux;49.41636219923293;75.6;559;62;13;49.18084859656882725700
0622262X;Collège Henri Wallon;50.41020311287875;82.4;572;52;14;50.62214082401279464100
0922595W;Collège Vincent Van Gogh;48.903594317541916;90.1;558;0;8;48.48666858745465921500
0120004P;Collège Jean Jaurès;44.5247234560744;87.3;106;0;11;47.54172669803509825000
9730091L;Collège Paul Kapel;4.928757212494947;74.8;785;0;32;49.67736205491074230600
0700010F;Collège Romé de l'Isle;47.433988951919375;89.0;308;0;8;48.91075980528705496200
0541327Z;Collège Jean Lamour;48.703697089937826;75.0;281;0;0;45.18947481223276631900
0762089H;Collège Charles Gounod;49.454305751418985;87.3;438;0;0;48.66546051829835162800
0772274D;Collège La Grange du Bois;48.585338234065674;100.5;554;0;13;49.91166963722893136600
0951139X;Collège Albert Camus;48.9412080164294;93.1;500;0;12;45.33660100120246995700
0620096T;Collège Jean Macé;50.41155165553044;82.9;349;53;0;46.19448419934336031600
0860984C;Collège René Descartes;46.81908160594479;92.2;549;67;12;49.50117134926048876000
0131604Y;Collège Henri Wallon;43.3196178510615;65.1;600;0;15;50.77016453016294309800
0240119Z;Collège Eugène Le Roy;44.839059144812694;90.1;486;60;12;50.09886430718335744900
0260850H;Collège Etienne-Jean Lapassat;45.0427292309842;93.4;631;60;14;50.65008288304184378300
0594412A;Collège Jean Jaurès;50.46468284594241;79.9;627;38;12;48.77395305683680087000
0590062X;Collège Villars;50.322759863935794;71.6;452;45;12;46.87600275310963890700
9720861D;Collège Robert 3;14.67003560334826;89.2;351;66;13;45.06488133349721436600
0800019L;Collège César Franck;49.91209371964029;68.0;373;58;15;49.20878312627540906800
0772056S;Collège Jean de La Fontaine;48.543889180956334;79.2;553;0;0;50.67170258732973246300
0030838V;Collège Emile Guillaumin;46.5439993014262;84.3;366;103;11;48.09504388757944633800
0271398Y;Collège les Fougères;49.21321763148307;87.4;413;0;0;49.08035578853253359500
0810061B;Collège Jean Monnet;43.61020692795405;84.5;390;100;13;50.85011809744872499500
0590155Y;Collège Descartes;50.6356690520175;99.1;377;0;13;46.53925654120462359200
0870023C;Collège Léon Blum;45.82448066511231;104.3;480;0;10;50.18281460375300853400
0941040V;Collège Emile Zola;48.768199454529935;82.5;454;0;0;53.20339118765312621400
0760083C;Collège Jean Charcot;49.3569361587521;88.2;495;0;12;48.83168859001360125900
0762287Y;Collège Georges Cuvier;49.75766566602425;91.0;289;0;0;50.39204305588116741000
0340996Y;Collège les Escholiers de la Mosson;43.633739063638174;70.3;711;56;11;51.67464278591640608100
0910718L;Collège Louis Pasteur;48.69134000742672;92.2;732;0;0;49.69514334298347182100
0940794C;Collège Gustave Monod;48.789303375322085;76.8;484;0;0;44.76006733141845334200
0921547G;Collège Voltaire;48.91450885220009;99.7;520;0;12;49.80189139135807422500
0720001K;Collège John Kennedy;47.96491711362943;92.0;444;60;13;49.73498118737816027500
0752198G;Collège Pierre Mendès-France;48.86805779207705;87.5;480;51;9;47.70758696663051763500
0260117L;Collège Paul Valéry;44.92851161366953;84.9;469;0;0;49.46501718185728945700
0271286B;Collège Alphonse Allais;49.27441539406917;78.5;370;62;12;45.79205061611320383000
9740620F;Collège Michel Debré;-21.217926638351067;75.1;844;0;24;45.39694796612876906800
0594309N;Collège Pierre de Ronsard;50.253684615272356;73.0;379;36;13;51.19119509346724154200
0921180H;Collège Thomas Masaryk;48.76400561366347;86.3;316;0;0;51.46183383237748127900
0622946R;Collège Joliot Curie;50.51788963605935;88.5;410;0;0;47.03680538877225260400
0040055N;Collège Jean Giono;43.82531251715252;87.8;524;81;13;49.15280790674676002200
6200084X;Collège du Stilettu;41.94500358104066;105.4;750;0;0;42.36350451353537636300
0690007H;Collège Emile Zola;46.104989457870936;98.8;720;54;13;50.33021834333981544100
0311325X;Collège Voltaire;43.60806506153154;87.5;331;81;0;51.11638515438251634100
0771841H;Collège le Luzard;48.846480601359104;89.8;421;0;14;48.58916498691116594400
0801485E;Collège du Val de Nièvre;50.07732781962249;84.8;307;52;0;47.58350551648851213000
0572488V;Collège La Carrière;49.1013900027445;89.0;513;48;13;44.92716585104476056300
0540047H;Collège Victor Prouvé;48.67761532196342;110.6;256;0;15;51.33700825071044276400
0691645N;Collège Faubert;45.991086928968;80.6;482;0;13;47.28577760916998710200
0681961M;Collège Bel Air;47.72996303769056;85.0;484;0;20;49.29917451210734279300
0311232W;Collège Claude Nougaro;43.62013833882529;102.1;327;0;0;52.40855934208744712200
0572579U;Collège Jules Ferry;49.148211697080846;64.7;410;0;0;45.78901211968506435900
0592714E;Collège Pierre Mendès France;50.736039039559365;69.0;339;32;12;46.42391795308986348600
0950739M;Collège Antoine de Saint-Exupéry;48.994224163369246;86.2;578;49;0;48.48582853836944059200
0801487G;Collège Alfred Manessier;50.00954590065261;86.0;261;0;0;50.25656359716990112200
0951098C;Collège Pablo Picasso;48.97262225484858;84.1;587;32;9;51.83725465288863674500
0110025T;Collège Cité;43.18718710476163;114.4;457;0;0;49.22529462051264737300
9720016K;Collège Christiane Eda-Pierre;14.76829424199991;92.7;153;0;0;41.71323590909691157200
0020039G;Collège Colbert Quentin;50.010015248146175;86.9;283;0;0;52.06623576250038558400
0820588U;Collège Olympe de Gouges;44.015525470540524;96.7;1128;61;27;48.03417554569191756500
0491859E;Collège Trémolières;47.0540823007082;88.4;504;58;23;42.36559020138159610200
0060838D;Collège Simone Veil;43.70972069837187;75.5;463;0;27;44.67730306094410324300
0132407W;Collège Jean Moulin;43.36446534977177;65.0;404;122;25;44.81580697993908852900
0311718Z;Collège Nicolas-Louis Vauquelin;43.58260081396834;87.1;820;0;28;50.28065794568285410900
0622576N;Collège Vauban;50.94828933426335;65.4;349;54;12;50.64013834168652276900
0110021N;Collège Victor Hugo;43.18780519341794;95.4;617;58;29;48.56557186467447263700
0500053L;Collège Le Fairage;49.18425859520142;92.1;206;0;0;48.89688299646650952400
0132322D;Collège Paul Eluard;43.41282157756637;90.2;494;0;0;50.23930992738725674400
0931212M;Collège Lenain de Tillemont;48.85948704920163;77.6;371;54;14;48.97330877947377294500
0880149J;Collège Saint-Exupéry;48.185798720478864;68.2;346;0;11;50.66227140037575786600
0380050Y;Collège de l'Edit;45.36835492126682;79.3;577;0;13;48.93082761923557419600
0881145S;Collège Maurice Barrès;48.36784764327686;97.3;431;46;12;47.17086877998889370100
0691483M;Collège Lucie Aubrac;45.60013087269712;81.1;507;0;13;49.40577847110459777400
0490022H;Collège Georges Clemenceau;47.05463607594209;86.0;379;0;12;52.23216072031848780400
0951230W;Collège Eugénie Cotton;48.94644245498279;82.5;588;49;13;49.44885468231863488900
9730348R;Collège Leodate Volmar;5.4883689227103805;64.1;837;0;29;48.53442995379698660400
0570104D;Collège Nicolas Untersteller;49.19226476766512;68.3;466;0;24;48.28907510280664608200
0590088A;Collège Jules Verne;51.020127902647296;75.6;369;0;0;51.06685705831460661500
0280924C;Collège Pierre Brossolette;48.324188673563626;92.0;412;0;0;47.65084018240440893100
6200697N;Collège Maria de Peretti;41.57767404890518;96.2;490;57;18;51.06787531218264540800
9741190A;Collège de Plateau Caillou;-21.021133900516794;82.5;619;0;12;50.16331608978456941300
0941033M;Collège Jean Perrin;48.79558974328478;86.6;473;53;0;46.45191669702839663800
0421688G;Collège Jean Rostand;45.47898323665883;86.5;370;0;0;42.58887172858041576000
0470104H;Collège Germillac;44.392801187358835;87.6;458;63;12;48.83459351490650944700
0622261W;Collège Pierre Cuallacci;50.27639042933437;80.7;370;21;0;51.86606571467616882400
0931206F;Collège Jean Vilar;48.95284036866517;72.7;544;0;13;52.95599835634610086100
0451241E;Collège André Malraux;47.90393162030344;70.4;350;40;0;49.57211016504167703300
0672765S;Collège Galilée;48.54972604056322;94.9;634;0;13;45.70519475420560395600
0020007X;Collège Henri Matisse;49.98510333789957;70.9;322;59;26;51.26845387100261136600
0931209J;Collège Georges Politzer;48.86218508338225;77.0;389;0;0;45.59397895019174236600
0830181W;Collège La Marquisanne;43.12944123027359;69.1;483;44;20;45.72454724246430560200
0931707A;Collège Pablo Picasso;48.89959545083097;89.9;641;55;0;47.77872435684213444500
0020067M;Collège Condorcet;49.83633842228259;88.8;338;75;26;42.67953826409772790600
0931224A;Collège Pablo Neruda;48.968619682081524;80.2;671;0;0;52.50018050270102469900
0382114S;Collège Stendhal;45.18938299512211;119.1;585;0;0;46.31062967587515340700
0601821D;Collège Emile Lambert;49.292149071415714;93.6;489;0;8;48.24297388193221435100
0331888Y;Collège du Val de Saye;45.139329958860735;91.8;760;0;16;48.98311231006890656500
0280034K;Collège Jean Macé;48.44813319315256;90.0;487;0;11;46.23575184729168805300
0360496U;Collège Beaulieu;46.804550699833506;98.6;435;0;12;50.00374658625696908900
0132322D;Collège Paul Eluard;43.41282157756637;90.2;496;0;0;50.23930992738725674400
0383056R;Collège Robert Doisneau;45.62077232607827;88.3;447;0;14;48.77707523073644095700
0440286X;Collège Claude Debussy;47.20359196670048;73.1;280;0;0;50.12182766029223801000
0573269U;Collège Charles de Gaulle;49.30239963596309;77.1;795;0;13;47.73893272572506485500
0371158H;Collège la Bruyère;47.419767086502176;88.7;292;0;0;49.59479743714330369500
0251127P;Collège Voltaire;47.22076167605895;82.0;646;0;12;49.84500136890623359000
0360543V;Collège Colbert;46.82470175120251;95.7;354;0;0;53.84206647130524300000
0951050A;Collège Pierre Curie;49.03827135464313;87.8;560;0;13;47.51780617225940448700
0441608J;Collège La Durantière;47.21486580010774;76.3;294;52;24;46.66641320871832925900
0601524F;Collège André Malraux;49.39849706983318;73.2;296;60;13;47.23120118228093960800
0080068F;Collège Rouget-de-Lisle;49.786787804752535;80.6;191;0;9;47.61987301320727902800
0220008P;Collège Victor Vasarely;48.297026707801464;85.8;196;0;0;52.05363584998398380900
0593246H;Collège Desrousseaux;50.68857024739166;84.9;603;49;0;48.74052983944523707100
0260049M;Collège Jean Zay;44.935948417379606;92.1;517;0;28;50.55607534178160145500
0540111C;Collège Jacques Callot;48.66599311776567;85.8;460;0;10;47.51742790264828944500
0720902P;Collège Pierre-Gilles de Gennes;47.96849261242499;78.3;356;64;13;48.33255853854513274100
0020054Y;Collège Montaigne;49.863072917494954;67.7;317;0;10;50.91938219546790953500
9730193X;Collège Gran Man Difou;3.64403238602736;72.0;524;34;22;48.44204080457987747100
0594389A;Collège Anne Frank;50.6940448027289;64.6;509;53;0;46.31290548922698444700
9740069G;Collège de l'Etang Saint-Paul;-20.98162557490144;88.5;665;0;13;45.63712747828979760900
0594881K;Collège Martha Desrumaux;50.63901029289493;90.7;356;0;8;50.66002034972853472300
0931185H;Collège Gabriel Péri;48.91838924269135;75.2;688;0;0;49.94483647841516645100
0131264D;Collège Versailles;43.31136866347166;75.4;498;0;13;49.40333611703923686800
0210024M;Collège Jean-François Champollion;47.33200748662968;101.0;522;0;10;47.59936383061222659200
0311851U;Collège Leclerc;43.1087587242333;96.2;432;0;12;53.53083043168444492900
0100019S;Collège de la Villeneuve;48.28282488686578;87.8;511;38;10;44.89692490950133032800
0400010U;Collège Jules Ferry;43.98525987110205;90.7;144;0;0;47.36252753640245460000
0720989J;Collège Simone Veil;47.83181690661591;81.3;473;61;13;51.90125459129375455600
